0	0.005905	0.000088
1	0.004818	0.000095
2	0.000000	0.000103
3	0.000000	0.000111
4	0.000000	0.000119
5	0.000000	0.000128
6	0.000000	0.000138
7	0.000000	0.000149
8	0.000004	0.000160
9	0.000000	0.000172
10	0.000000	0.000184
11	0.000000	0.000198
12	0.000000	0.000212
13	0.000000	0.000227
14	0.000000	0.000243
15	0.000000	0.000260
16	0.000000	0.000278
17	0.000000	0.000297
18	0.000000	0.000317
19	0.000000	0.000339
20	0.000000	0.000361
21	0.000004	0.000385
22	0.000000	0.000410
23	0.000011	0.000437
24	0.000034	0.000465
25	0.000046	0.000494
26	0.000095	0.000525
27	0.000156	0.000558
28	0.000252	0.000592
29	0.000347	0.000628
30	0.000515	0.000666
31	0.000881	0.000706
32	0.000919	0.000747
33	0.001366	0.000791
34	0.001484	0.000836
35	0.001614	0.000883
36	0.001808	0.000933
37	0.001999	0.000985
38	0.001965	0.001039
39	0.002182	0.001095
40	0.002056	0.001154
41	0.002151	0.001215
42	0.001778	0.001278
43	0.001854	0.001344
44	0.001705	0.001413
45	0.001888	0.001483
46	0.001709	0.001557
47	0.002029	0.001633
48	0.001770	0.001712
49	0.002262	0.001794
50	0.002113	0.001878
51	0.002209	0.001965
52	0.002125	0.002055
53	0.002247	0.002147
54	0.002239	0.002242
55	0.002186	0.002341
56	0.001789	0.002441
57	0.002449	0.002545
58	0.002262	0.002651
59	0.002365	0.002760
60	0.002472	0.002872
61	0.002911	0.002986
62	0.002907	0.003103
63	0.003254	0.003223
64	0.003025	0.003345
65	0.004215	0.003470
66	0.003883	0.003596
67	0.004154	0.003726
68	0.004005	0.003857
69	0.004318	0.003991
70	0.004074	0.004127
71	0.004337	0.004264
72	0.004189	0.004404
73	0.004536	0.004545
74	0.004311	0.004688
75	0.004082	0.004832
76	0.004208	0.004978
77	0.004471	0.005125
78	0.004005	0.005273
79	0.004368	0.005422
80	0.003956	0.005571
81	0.004223	0.005722
82	0.003994	0.005872
83	0.004028	0.006023
84	0.003666	0.006174
85	0.004009	0.006324
86	0.004009	0.006474
87	0.004093	0.006624
88	0.003845	0.006773
89	0.004288	0.006921
90	0.004490	0.007068
91	0.004684	0.007213
92	0.004444	0.007357
93	0.004894	0.007499
94	0.004795	0.007639
95	0.005028	0.007776
96	0.004284	0.007912
97	0.005104	0.008044
98	0.004959	0.008174
99	0.004974	0.008301
100	0.005032	0.008424
101	0.005970	0.008544
102	0.006149	0.008660
103	0.006283	0.008772
104	0.006405	0.008881
105	0.007046	0.008985
106	0.006771	0.009084
