209	0.004776	0.002816
210	0.004349	0.002794
211	0.003853	0.002772
212	0.003922	0.002750
213	0.004406	0.002728
214	0.004009	0.002706
215	0.003963	0.002684
216	0.004051	0.002662
217	0.004631	0.002639
218	0.004826	0.002617
219	0.005322	0.002594
220	0.005150	0.002572
221	0.005066	0.002549
222	0.004566	0.002527
223	0.004662	0.002504
224	0.004883	0.002481
225	0.004917	0.002459
226	0.005085	0.002436
227	0.005150	0.002413
228	0.005905	0.002390
229	0.006092	0.002368
230	0.006279	0.002345
231	0.006546	0.002322
232	0.006550	0.002299
233	0.006695	0.002277
234	0.006912	0.002254
235	0.007599	0.002231
236	0.007832	0.002208
237	0.008030	0.002186
238	0.008873	0.002163
239	0.009338	0.002140
240	0.010242	0.002118
241	0.011353	0.002095
242	0.011288	0.002073
243	0.011879	0.002050
244	0.012329	0.002028
245	0.012230	0.002006
246	0.012619	0.001983
247	0.013077	0.001961
248	0.013466	0.001939
249	0.013016	0.001917
250	0.012798	0.001895
251	0.013268	0.001873
252	0.012844	0.001851
253	0.013046	0.001829
254	0.012920	0.001808
255	0.013023	0.001786
