0	0.013897	0.001816
1	0.014332	0.001838
2	0.013031	0.001860
3	0.014137	0.001881
4	0.014591	0.001903
5	0.014591	0.001925
6	0.014954	0.001948
7	0.014000	0.001970
8	0.014702	0.001992
9	0.014641	0.002014
10	0.013382	0.002037
11	0.012596	0.002059
12	0.012554	0.002082
13	0.013401	0.002104
14	0.012955	0.002127
15	0.012806	0.002149
16	0.012821	0.002172
17	0.012642	0.002194
18	0.012486	0.002217
19	0.011768	0.002240
20	0.011181	0.002263
21	0.010227	0.002285
22	0.009815	0.002308
23	0.008896	0.002331
24	0.008038	0.002354
25	0.008068	0.002376
26	0.007824	0.002399
27	0.007862	0.002422
28	0.007210	0.002445
29	0.006584	0.002467
30	0.005863	0.002490
31	0.005238	0.002513
32	0.004948	0.002535
33	0.004612	0.002558
34	0.004555	0.002581
35	0.005215	0.002603
36	0.004166	0.002626
37	0.004166	0.002648
38	0.003719	0.002670
39	0.003727	0.002693
40	0.003433	0.002715
41	0.003269	0.002737
42	0.002934	0.002759
43	0.002720	0.002781
44	0.002701	0.002803
45	0.002563	0.002825
46	0.002628	0.002846
47	0.002525	0.002868
48	0.002434	0.002889
49	0.002323	0.002911
50	0.002522	0.002932
51	0.002254	0.002953
52	0.001835	0.002974
53	0.001743	0.002995
54	0.001537	0.003016
55	0.001362	0.003036
56	0.001156	0.003057
57	0.001152	0.003077
58	0.001179	0.003097
59	0.001263	0.003117
60	0.001167	0.003137
61	0.001026	0.003157
62	0.001183	0.003176
63	0.001308	0.003195
64	0.001534	0.003215
65	0.001579	0.003233
66	0.001461	0.003252
67	0.001732	0.003271
68	0.001663	0.003289
69	0.001743	0.003307
70	0.001770	0.003325
71	0.001190	0.003343
72	0.000973	0.003360
73	0.000572	0.003377
74	0.000404	0.003394
75	0.000431	0.003411
76	0.000446	0.003428
77	0.000496	0.003444
78	0.000427	0.003460
79	0.000446	0.003476
80	0.000454	0.003491
81	0.000458	0.003506
82	0.000435	0.003521
83	0.000568	0.003536
84	0.000557	0.003550
85	0.000431	0.003565
86	0.000378	0.003579
87	0.000320	0.003592
88	0.000298	0.003605
89	0.000301	0.003618
90	0.000275	0.003631
91	0.000481	0.003644
92	0.000389	0.003656
93	0.000313	0.003668
94	0.000347	0.003679
95	0.000336	0.003690
96	0.000374	0.003701
97	0.000294	0.003712
98	0.000229	0.003722
99	0.000069	0.003732
100	0.000111	0.003742
101	0.000072	0.003751
102	0.000072	0.003760
103	0.000034	0.003768
104	0.000084	0.003777
105	0.000156	0.003785
106	0.000175	0.003792
107	0.000183	0.003799
108	0.000175	0.003806
109	0.000172	0.003813
110	0.000134	0.003819
111	0.000198	0.003825
112	0.000370	0.003830
113	0.000439	0.003836
114	0.000534	0.003840
115	0.000824	0.003845
116	0.003464	0.003849
117	0.002529	0.003853
118	0.000099	0.003856
119	0.000095	0.003859
120	0.000084	0.003862
121	0.000088	0.003864
122	0.000069	0.003866
123	0.000057	0.003868
124	0.000065	0.003869
125	0.000134	0.003870
126	0.000225	0.003870
127	0.000099	0.003870
128	0.003773	0.003870
129	0.000034	0.003869
130	0.000034	0.003868
131	0.000050	0.003867
132	0.000023	0.003865
133	0.000038	0.003863
134	0.000038	0.003861
135	0.000011	0.003858
136	0.000023	0.003855
137	0.000038	0.003851
138	0.000027	0.003847
139	0.000031	0.003843
140	0.000011	0.003839
141	0.000034	0.003834
142	0.000031	0.003828
143	0.000019	0.003823
144	0.000027	0.003817
145	0.000027	0.003810
146	0.000015	0.003804
147	0.000034	0.003797
148	0.000015	0.003789
149	0.000027	0.003782
150	0.000011	0.003773
151	0.000027	0.003765
152	0.000031	0.003756
153	0.000031	0.003747
154	0.000061	0.003738
155	0.000111	0.003728
156	0.000942	0.003718
157	0.000164	0.003708
158	0.000168	0.003697
159	0.000259	0.003686
160	0.000542	0.003675
161	0.000694	0.003663
162	0.000858	0.003651
163	0.001186	0.003639
164	0.001488	0.003626
165	0.001862	0.003613
166	0.001999	0.003600
167	0.001942	0.003587
168	0.001709	0.003573
169	0.001446	0.003559
170	0.001404	0.003545
171	0.001427	0.003530
172	0.001617	0.003516
173	0.001663	0.003500
174	0.001942	0.003485
175	0.001804	0.003469
176	0.001972	0.003454
177	0.002312	0.003438
178	0.002232	0.003421
179	0.002296	0.003405
180	0.001987	0.003388
181	0.002014	0.003371
182	0.002037	0.003353
183	0.002129	0.003336
184	0.002743	0.003318
185	0.002495	0.003300
186	0.002174	0.003282
187	0.002464	0.003264
188	0.002552	0.003245
189	0.002853	0.003226
190	0.003094	0.003207
191	0.003334	0.003188
192	0.003685	0.003169
193	0.004314	0.003149
194	0.004433	0.003129
195	0.004677	0.003110
196	0.004417	0.003089
197	0.004486	0.003069
198	0.004253	0.003049
199	0.004028	0.003028
200	0.004330	0.003008
201	0.004139	0.002987
202	0.004471	0.002966
203	0.004261	0.002945
204	0.004143	0.002924
205	0.004230	0.002903
206	0.004261	0.002881
207	0.004189	0.002860
208	0.004280	0.002838
