Durete;% solutions;temps moyen (s)
0.35294117647058826;0.0%;3.2040090151
0.34256055363321797;0.0%;6.0319208062
0.33217993079584773;10.0%;14.8790910689
0.3217993079584775;100.0%;10.270427477428571
0.31141868512110726;100.0%;2.8696025958
0.30103806228373703;100.0%;0.4721053773
