0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000004
15	0.000050
16	0.000187
17	0.000439
18	0.000835
19	0.001347
20	0.001923
21	0.002510
22	0.003090
23	0.003723
24	0.004463
25	0.005337
26	0.006207
27	0.007229
28	0.008678
29	0.010464
30	0.012287
31	0.014477
32	0.016788
33	0.019417
34	0.022449
35	0.025944
36	0.030048
37	0.034454
38	0.039494
39	0.045345
40	0.051872
41	0.058899
42	0.066689
43	0.074673
44	0.083019
45	0.091698
46	0.100723
47	0.109905
48	0.118683
49	0.127899
50	0.136787
51	0.145687
52	0.154594
53	0.163418
54	0.172188
55	0.180458
56	0.188427
57	0.196209
58	0.203644
59	0.211464
60	0.219173
61	0.226578
62	0.234055
63	0.241577
64	0.249420
65	0.257172
66	0.265388
67	0.273674
68	0.281944
69	0.290691
70	0.299793
71	0.309349
72	0.318905
73	0.329048
74	0.339325
75	0.349674
76	0.359867
77	0.370319
78	0.380783
79	0.391037
80	0.401161
81	0.410755
82	0.420635
83	0.430420
84	0.440052
85	0.449371
86	0.458183
87	0.467258
88	0.475998
89	0.484165
90	0.492420
91	0.500664
92	0.508759
93	0.516754
94	0.524464
95	0.531975
96	0.539417
97	0.546658
98	0.553524
99	0.560169
100	0.566727
101	0.573254
102	0.579613
103	0.586178
104	0.592735
105	0.599388
106	0.605888
107	0.612320
108	0.618382
109	0.624481
110	0.630699
111	0.636566
112	0.642307
113	0.648029
114	0.653553
115	0.659470
116	0.665154
117	0.670620
118	0.676167
119	0.681881
120	0.687225
121	0.692760
122	0.698074
123	0.703590
124	0.708755
125	0.714008
126	0.719078
127	0.724083
128	0.729134
129	0.734112
130	0.738995
131	0.744003
132	0.749065
133	0.754272
134	0.759052
135	0.763996
136	0.768875
137	0.773594
138	0.778042
139	0.782352
140	0.786304
141	0.789917
142	0.793179
143	0.796162
144	0.798862
145	0.801418
146	0.803673
147	0.805874
148	0.807713
149	0.809429
150	0.811073
151	0.812637
152	0.813869
153	0.815163
154	0.816299
155	0.817345
156	0.818363
157	0.819260
158	0.820175
159	0.820942
160	0.821564
161	0.822189
162	0.822857
163	0.823399
164	0.823872
165	0.824455
166	0.824936
167	0.825424
168	0.825848
169	0.826283
170	0.826744
171	0.827160
172	0.827599
173	0.828026
174	0.828415
175	0.828766
176	0.829098
177	0.829426
178	0.829689
179	0.829983
180	0.830276
181	0.830544
182	0.830791
183	0.831051
184	0.831234
185	0.831425
186	0.831680
187	0.831871
188	0.832058
189	0.832317
190	0.832523
191	0.832817
192	0.833103
193	0.833534
194	0.833946
195	0.834312
196	0.834675
197	0.834972
198	0.835167
199	0.835339
200	0.835472
201	0.835640
202	0.835751
203	0.835918
204	0.836113
205	0.836235
206	0.836391
207	0.836494
208	0.836643
209	0.836788
210	0.836891
211	0.837006
212	0.837154
213	0.837276
214	0.837418
215	0.837543
216	0.837746
217	0.837914
218	0.838051
219	0.838230
220	0.838352
221	0.838501
222	0.838600
223	0.838726
224	0.838875
225	0.839031
226	0.839157
227	0.839260
228	0.839363
229	0.839481
230	0.839607
231	0.839687
232	0.839809
233	0.839912
234	0.840031
235	0.840107
236	0.840202
237	0.840340
238	0.840443
239	0.840523
240	0.840637
241	0.840801
242	0.840969
243	0.841141
244	0.841267
245	0.841404
246	0.841640
247	0.841854
248	0.841991
249	0.842205
250	0.842426
251	0.843334
252	0.845654
253	0.850838
254	0.864979
255	1.000000
