0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	1
15	12
16	36
17	66
18	104
19	134
20	151
21	154
22	152
23	166
24	194
25	229
26	228
27	268
28	380
29	468
30	478
31	574
32	606
33	689
34	795
35	916
36	1076
37	1155
38	1321
39	1534
40	1711
41	1842
42	2042
43	2093
44	2188
45	2275
46	2366
47	2407
48	2301
49	2416
50	2330
51	2333
52	2335
53	2313
54	2299
55	2168
56	2089
57	2040
58	1949
59	2050
60	2021
61	1941
62	1960
63	1972
64	2056
65	2032
66	2154
67	2172
68	2168
69	2293
70	2386
71	2505
72	2505
73	2659
74	2694
75	2713
76	2672
77	2740
78	2743
79	2688
80	2654
81	2515
82	2590
83	2565
84	2525
85	2443
86	2310
87	2379
88	2291
89	2141
90	2164
91	2161
92	2122
93	2096
94	2021
95	1969
96	1951
97	1898
98	1800
99	1742
100	1719
101	1711
102	1667
103	1721
104	1719
105	1744
106	1704
107	1686
108	1589
109	1599
110	1630
111	1538
112	1505
113	1500
114	1448
115	1551
116	1490
117	1433
118	1454
119	1498
120	1401
121	1451
122	1393
123	1446
124	1354
125	1377
126	1329
127	1312
128	1324
129	1305
130	1280
131	1313
132	1327
133	1365
134	1253
135	1296
136	1279
137	1237
138	1166
139	1130
140	1036
141	947
142	855
143	782
144	708
145	670
146	591
147	577
148	482
149	450
150	431
151	410
152	323
153	339
154	298
155	274
156	267
157	235
158	240
159	201
160	163
161	164
162	175
163	142
164	124
165	153
166	126
167	128
168	111
169	114
170	121
171	109
172	115
173	112
174	102
175	92
176	87
177	86
178	69
179	77
180	77
181	70
182	65
183	68
184	48
185	50
186	67
187	50
188	49
189	68
190	54
191	77
192	75
193	113
194	108
195	96
196	95
197	78
198	51
199	45
200	35
201	44
202	29
203	44
204	51
205	32
206	41
207	27
208	39
209	38
210	27
211	30
212	39
213	32
214	37
215	33
216	53
217	44
218	36
219	47
220	32
221	39
222	26
223	33
224	39
225	41
226	33
227	27
228	27
229	31
230	33
231	21
232	32
233	27
234	31
235	20
236	25
237	36
238	27
239	21
240	30
241	43
242	44
243	45
244	33
245	36
246	62
247	56
248	36
249	56
250	58
251	238
252	608
253	1359
254	3707
255	35395
