0	0.000000
1	0.000000
2	0.000000
3	0.000000
4	0.000000
5	0.000000
6	0.000000
7	0.000000
8	0.000000
9	0.000000
10	0.000000
11	0.000000
12	0.000000
13	0.000000
14	0.000004
15	0.000046
16	0.000137
17	0.000252
18	0.000397
19	0.000511
20	0.000576
21	0.000587
22	0.000580
23	0.000633
24	0.000740
25	0.000874
26	0.000870
27	0.001022
28	0.001450
29	0.001785
30	0.001823
31	0.002190
32	0.002312
33	0.002628
34	0.003033
35	0.003494
36	0.004105
37	0.004406
38	0.005039
39	0.005852
40	0.006527
41	0.007027
42	0.007790
43	0.007984
44	0.008347
45	0.008678
46	0.009026
47	0.009182
48	0.008778
49	0.009216
50	0.008888
51	0.008900
52	0.008907
53	0.008823
54	0.008770
55	0.008270
56	0.007969
57	0.007782
58	0.007435
59	0.007820
60	0.007710
61	0.007404
62	0.007477
63	0.007523
64	0.007843
65	0.007751
66	0.008217
67	0.008286
68	0.008270
69	0.008747
70	0.009102
71	0.009556
72	0.009556
73	0.010143
74	0.010277
75	0.010349
76	0.010193
77	0.010452
78	0.010464
79	0.010254
80	0.010124
81	0.009594
82	0.009880
83	0.009785
84	0.009632
85	0.009319
86	0.008812
87	0.009075
88	0.008739
89	0.008167
90	0.008255
91	0.008244
92	0.008095
93	0.007996
94	0.007710
95	0.007511
96	0.007442
97	0.007240
98	0.006866
99	0.006645
100	0.006557
101	0.006527
102	0.006359
103	0.006565
104	0.006557
105	0.006653
106	0.006500
107	0.006432
108	0.006062
109	0.006100
110	0.006218
111	0.005867
112	0.005741
113	0.005722
114	0.005524
115	0.005917
116	0.005684
117	0.005466
118	0.005547
119	0.005714
120	0.005344
121	0.005535
122	0.005314
123	0.005516
124	0.005165
125	0.005253
126	0.005070
127	0.005005
128	0.005051
129	0.004978
130	0.004883
131	0.005009
132	0.005062
133	0.005207
134	0.004780
135	0.004944
136	0.004879
137	0.004719
138	0.004448
139	0.004311
140	0.003952
141	0.003613
142	0.003262
143	0.002983
144	0.002701
145	0.002556
146	0.002254
147	0.002201
148	0.001839
149	0.001717
150	0.001644
151	0.001564
152	0.001232
153	0.001293
154	0.001137
155	0.001045
156	0.001019
157	0.000896
158	0.000916
159	0.000767
160	0.000622
161	0.000626
162	0.000668
163	0.000542
164	0.000473
165	0.000584
166	0.000481
167	0.000488
168	0.000423
169	0.000435
170	0.000462
171	0.000416
172	0.000439
173	0.000427
174	0.000389
175	0.000351
176	0.000332
177	0.000328
178	0.000263
179	0.000294
180	0.000294
181	0.000267
182	0.000248
183	0.000259
184	0.000183
185	0.000191
186	0.000256
187	0.000191
188	0.000187
189	0.000259
190	0.000206
191	0.000294
192	0.000286
193	0.000431
194	0.000412
195	0.000366
196	0.000362
197	0.000298
198	0.000195
199	0.000172
200	0.000134
201	0.000168
202	0.000111
203	0.000168
204	0.000195
205	0.000122
206	0.000156
207	0.000103
208	0.000149
209	0.000145
210	0.000103
211	0.000114
212	0.000149
213	0.000122
214	0.000141
215	0.000126
216	0.000202
217	0.000168
218	0.000137
219	0.000179
220	0.000122
221	0.000149
222	0.000099
223	0.000126
224	0.000149
225	0.000156
226	0.000126
227	0.000103
228	0.000103
229	0.000118
230	0.000126
231	0.000080
232	0.000122
233	0.000103
234	0.000118
235	0.000076
236	0.000095
237	0.000137
238	0.000103
239	0.000080
240	0.000114
241	0.000164
242	0.000168
243	0.000172
244	0.000126
245	0.000137
246	0.000237
247	0.000214
248	0.000137
249	0.000214
250	0.000221
251	0.000908
252	0.002319
253	0.005184
254	0.014141
255	0.135021
